Date,Open_x,High_x,Low_x,Close_x,Volume_x,Open_y,High_y,Low_y,Close_y,Adj Close,Volume_y
2017-03-21,33.3971,33.5536,32.8368,32.8608,168228893.7,41780,42680,41760,42560,35147.72266,14220150
2017-03-22,32.8608,33.2705,32.8438,33.2307,110054051.6,41600,42460,41580,42460,35065.13281,16427250
2017-03-23,33.1937,33.2645,33.0422,33.112,86588506.32,42200,42360,41700,41800,34520.08203,15397100
2017-03-24,33.2475,33.3045,32.9804,33.0492,91161862.62,41600,41980,41080,41500,34272.32813,12808150
2017-03-27,32.7531,33.1838,32.5697,33.102,94560707.3,41200,41880,41180,41200,34024.57813,12177650
2017-03-28,33.109,33.8468,33.0442,33.7899,139402003.9,41560,41840,41380,41480,34255.81641,8216250
2017-03-29,33.76,33.9525,33.6444,33.8627,119385270.3,41740,41960,41580,41780,34503.55469,10093250
2017-03-30,33.8797,33.9545,33.7182,33.8198,79588641.17,41880,42440,41880,41980,34785.29688,8204000
2017-03-31,33.77,33.8996,33.6045,33.755,79977263.94,41820,42020,41200,41200,34138.98047,10500300
2017-04-03,33.767,33.8627,33.6144,33.765,85053934.79,41400,41720,41300,41440,34337.83984,9579400
2017-04-04,33.6584,34.0481,33.6384,34.0183,82688542.78,41600,42180,41520,42080,34868.16016,12255500
2017-04-05,33.8867,34.1787,33.7929,33.8428,114974527.5,41900,42240,41700,42140,34917.875,10699700
2017-04-06,33.9046,33.9595,33.7062,33.755,86380023.34,42000,42080,41600,41840,34669.28125,9683400
2017-04-07,33.773,33.8767,33.6614,33.6782,70952491.16,41800,41820,41160,41600,34470.42188,10021000
2017-04-10,33.7401,33.8069,33.5776,33.6384,71011163.58,41940,41940,41500,41940,34752.15234,7141350
2017-04-11,33.5876,33.6812,32.9096,33.2775,129286625.7,41940,41940,41580,41600,34470.42188,7172900
2017-04-12,33.2705,33.4041,33.1339,33.3203,84603490.01,41860,41940,41700,41900,34719.01172,8274900
2017-04-13,33.3473,33.4589,33.1439,33.1439,72952299.46,41660,42460,41660,42420,35149.88281,9040800
2017-04-17,33.2426,33.3403,33.099,33.3273,66496161.74,42000,42080,41520,41560,34437.28125,5224750
2017-04-18,33.2277,33.3802,33.1589,33.1788,59852764.58,41680,41820,41280,41500,34387.55859,6860650
2017-04-19,33.3403,33.3702,33.0053,33.0562,70301241.75,41300,41420,40900,40900,33890.38281,11762900
2017-04-20,33.1838,33.5826,33.1689,33.4719,95281209.3,40580,40800,40080,40280,33376.64453,21148850
2017-04-21,33.4719,33.5268,33.3323,33.434,70773600.17,40480,41400,40480,40760,33774.38281,15130500
2017-04-24,33.7182,33.8248,33.6414,33.75,72851650.39,41260,41260,40920,41240,34172.12109,8990150
2017-04-25,33.8149,34.0511,33.8049,33.9624,79463066.3,41460,42740,41320,42700,35381.90234,19299600
2017-04-26,33.9465,33.9793,33.6882,33.76,85186760.7,42700,42800,42520,42800,35464.75781,14794800
2017-04-27,33.8168,33.8727,33.6713,33.787,60463987.27,42700,44520,41960,43840,36326.51563,23032250
2017-04-28,33.8567,33.9066,33.6614,33.753,88776191.94,45780,45800,44520,44620,36972.83984,22685700
2017-05-02,34.6723,34.7949,34.5058,34.6643,189093832.7,45500,45500,44760,44900,37204.85547,14068300
2017-05-04,34.428,34.5805,34.2585,34.431,99355672.49,45700,45700,44860,45520,37718.59375,13690100
2017-05-08,35.0182,36.1149,35.0182,35.9534,207186857.5,45520,47020,45340,47020,38961.51953,19582550
2017-05-10,36.0989,36.1747,35.739,36.0102,109715356.7,46160,47220,45600,45600,37784.89453,23410950
2017-05-11,35.9703,36.3481,35.9354,36.3212,115447308.2,45420,46180,45220,45500,37702.02734,21277850
2017-05-12,36.4967,36.9114,36.4887,36.8317,137449809.4,45760,46160,45660,45820,37967.1875,9422900
2017-05-15,36.8117,36.9623,36.5844,36.736,109834263.2,45620,46280,45620,46100,38199.1875,8001400
2017-05-16,36.7938,36.8237,36.5016,36.6841,84748886.15,46660,46800,46100,46380,38431.20703,8803750
2017-05-17,36.2445,36.4678,35.3223,35.4509,214793505.8,46120,46640,46100,46340,38398.05859,7424450
2017-05-18,35.6891,36.1827,35.6612,35.9932,142270248.1,45740,46000,45540,45940,38066.62109,11160350
2017-05-19,36.1926,36.3292,36.0102,36.1139,113960102.7,45640,45780,44720,44720,37055.69922,15762350
2017-05-22,36.3331,36.4698,36.077,36.3312,97201537.9,45040,45380,44760,45100,37370.57813,17643550
2017-05-23,36.5466,36.5466,36.1747,36.2943,84378988.32,45400,45580,44900,44920,37221.42578,12607050
2017-05-24,36.3023,36.3711,36.0201,36.1827,81403693.63,44860,45300,44800,44880,37188.28516,8675400
2017-05-25,36.2773,36.4169,36.1059,36.3093,81455126.03,45160,45680,44800,45680,37851.17578,13044800
2017-05-26,36.3331,36.389,36.1747,36.2475,92783607.25,45600,46460,45540,46080,38182.60938,13613650
2017-05-30,36.2025,36.4369,36.1807,36.2623,85269235.5,45520,45660,44480,44640,36989.41406,12433600
2017-05-31,36.3262,36.3711,35.9534,36.0401,103649620.1,44580,45020,44400,44700,37039.14453,18669100
2017-06-01,36.1407,36.1807,35.9154,36.1427,69441094.1,44860,44900,44400,44680,37022.5625,9753500
2017-06-02,36.2425,36.6812,36.073,36.6812,117417247.6,45060,45960,45000,45960,38083.19141,12488750
2017-06-05,36.4139,36.4408,36.2125,36.3193,107162455.4,46040,46360,45720,45940,38066.62109,7599400
2017-06-07,36.5764,36.8037,36.4458,36.6612,89089416.44,46500,46500,45240,45300,37536.30078,13729400
2017-06-08,36.6312,36.701,36.4289,36.5684,89624610.93,45000,45580,45000,45160,37420.29297,13978750
2017-06-09,36.6164,36.6164,34.4539,35.1488,274589906.0,45680,46440,45600,46100,38199.1875,11732850
2017-06-12,34.3872,34.4708,33.6214,34.3094,306013078.0,45420,45600,45140,45380,37602.58203,10954300
2017-06-13,34.7221,34.7879,34.2466,34.5935,144509405.2,45140,45620,45140,45400,37619.16797,8624900
2017-06-14,34.7999,34.7999,33.9365,34.2466,133318141.3,45800,46060,45240,45360,37586.01172,10166700
2017-06-15,33.8149,34.09,33.5536,34.0481,134193029.8,45680,45920,45180,45680,37851.17578,9657000
2017-06-16,33.9245,34.094,33.5506,33.5676,213046963.7,45500,45940,45460,45580,37768.30859,17403450
2017-06-19,33.8946,34.6274,33.8946,34.5307,137600143.6,45580,46560,45560,46560,38580.35547,11303900
2017-06-20,34.6563,34.6563,34.1967,34.2136,105473623.8,47240,48140,47220,48140,39889.57031,15045000
2017-06-21,34.3352,34.4658,34.1189,34.418,90129418.02,47740,48120,47480,47480,39342.69141,9973650
2017-06-22,34.395,34.6204,34.2386,34.3622,80891594.37,47960,48080,47720,47960,39740.42578,11455800
2017-06-23,34.2406,34.7221,34.2366,34.5157,150134143.7,47600,47780,47420,47620,39458.68359,9515100
2017-06-26,34.7241,34.9863,34.2994,34.406,108834616.4,47520,48360,47520,48280,40005.5625,8552800
2017-06-27,34.2136,34.4878,33.8847,33.9125,104817666.1,48220,48400,47900,48300,40022.14063,9616750
2017-06-28,34.092,34.4758,33.777,34.408,93478930.68,47600,48000,47560,47700,39524.97266,9572500
2017-06-29,34.1409,34.2406,33.5696,33.8996,133311903.3,48040,48320,47940,47940,39840.78906,8306550
2017-06-30,34.0821,34.2007,33.9245,33.9823,97497043.52,47500,47620,47100,47540,39508.35938,11877550
2017-07-03,34.1807,34.2794,33.763,33.8567,60512981.26,47500,47780,47120,47220,39242.40625,6805550
2017-07-05,33.9026,34.1608,33.6742,33.9983,91339215.94,46820,47680,46780,47580,39541.59766,10640250
2017-07-06,33.7431,33.8567,33.6015,33.6742,102187069.6,48000,48100,47720,48060,39940.49609,10923050
2017-07-07,33.7162,34.1508,33.7162,34.0213,79336071.12,47740,48120,47620,47860,39774.29297,8131900
2017-07-10,34.0033,34.436,33.8268,34.2266,89345282.51,48500,48900,48320,48660,40439.14453,10792750
2017-07-11,34.1469,34.414,34.0681,34.3372,83589959.93,48640,49000,48280,49000,40721.6875,9717800
2017-07-12,34.418,34.4908,34.1688,34.3872,105377382.1,49000,50000,48840,49880,41453.02734,9486150
2017-07-13,34.3293,35.0332,34.3154,34.8647,106301406.0,50080,50940,50040,50560,42018.13281,16034150
2017-07-14,34.9115,35.2355,34.7609,35.1648,85261694.57,51000,51080,50420,50480,41951.65234,8239000
2017-07-17,35.109,35.6084,35.0531,35.2904,100745490.8,50900,51020,50520,50640,42084.63672,8976100
2017-07-18,35.2046,35.4219,35.076,35.412,75654187.73,50420,50880,50360,50840,42250.84375,7084450
2017-07-19,35.5037,35.727,35.3791,35.6343,88624489.62,50620,50820,50000,50740,42167.73047,11157500
2017-07-20,35.744,35.8018,35.4349,35.4718,72899629.29,50760,51320,50560,51200,42550.00781,8367600
2017-07-21,35.3891,35.4937,35.1248,35.4539,106469879.4,50860,51160,50520,51080,42450.28906,8449050
2017-07-24,35.5297,35.9673,35.3691,35.8866,90991645.0,50700,51000,50620,50860,42267.46094,7099750
2017-07-25,35.8168,36.3023,35.8168,36.0371,79806207.77,50500,50760,49940,50000,41552.75,10810600
2017-07-26,36.1847,36.3193,36.1139,36.2125,66686106.35,49600,50020,49300,49840,41419.78125,11224800
2017-07-27,36.2823,36.3312,34.7529,35.5237,137463258.3,50000,50640,49560,49800,41386.53906,11449500
2017-07-28,35.3661,35.4449,35.2016,35.2774,72881916.43,49800,49800,47380,47760,39691.1875,26168300
2017-07-31,35.3691,35.4698,34.9484,35.089,83551943.32,47420,48240,46920,48200,40056.85156,12701400
2017-08-01,35.1787,35.4429,35.0162,35.404,144679679.0,48000,48840,47540,48600,40389.27734,11369500
2017-08-02,37.5883,37.6911,36.8456,37.0749,295561211.5,49200,49340,48600,49000,40721.6875,7777450
2017-08-03,37.0529,37.0919,36.5764,36.706,112842258.4,49000,49000,47120,47780,39707.80859,15540800
2017-08-04,36.8257,37.1327,36.734,36.9035,86973172.07,48160,48180,47500,47700,39641.32031,8359200
2017-08-07,37.0559,37.5026,36.9673,37.4747,92519086.86,47500,48080,47440,47580,39541.59766,7218250
2017-08-08,37.4238,38.1846,37.347,37.7629,153141186.9,47980,48260,47480,47720,39657.94922,7979600
2017-08-09,37.5834,38.053,37.5485,38.0031,110467588.1,47400,47400,46240,46280,38461.22656,14555400
2017-08-10,37.8745,37.8984,36.6282,36.7918,167425049.3,46200,46320,45460,45900,38145.42578,22986150
2017-08-11,37.0919,37.5684,36.9703,37.3052,110764434.8,45120,45300,44220,44620,37081.67578,25407300
2017-08-14,37.7389,37.9482,37.6033,37.8615,93193778.55,45120,45400,44720,45000,37397.46875,19185600
2017-08-16,38.357,38.4955,37.9333,38.1248,116617596.9,46220,46380,46000,46200,38394.73828,21913650
2017-08-17,38.026,38.0679,37.389,37.395,116080960.1,46960,47300,46740,47040,39092.82813,12415850
2017-08-18,37.395,37.7757,37.1188,37.3092,115666873.9,46760,47240,46240,46900,38976.48828,10477950
2017-08-21,37.3092,37.402,36.741,37.2374,111202297.4,47240,47240,46580,46840,38926.625,5103450
2017-08-22,37.4846,37.8984,37.4338,37.8445,91056393.9,46820,47160,46700,47000,39059.59375,7381750
2017-08-23,37.6791,38.013,37.6332,37.8944,81810324.17,47780,47780,47180,47480,39458.50391,9384700
2017-08-24,38.0031,38.0758,37.5634,37.7259,83602914.32,47520,47660,47340,47520,39491.74219,8657450
2017-08-25,37.8117,38.033,37.7259,37.8645,107515924.3,47880,47880,46720,47020,39076.20703,11243550
2017-08-28,37.9303,38.3719,37.8815,38.2434,108488611.2,47020,47240,45960,46100,38311.63672,9962100
2017-08-29,37.9233,38.6481,37.8984,38.5953,124361151.6,45640,46080,45160,46080,38295.00781,12623650
2017-08-30,38.7976,38.8196,38.5205,38.698,114926894.6,46380,46400,45960,46200,38394.73828,7513000
2017-08-31,38.7618,38.9662,38.7279,38.8446,112913622.4,46220,46640,46000,46320,38494.46484,11011700
2017-09-01,39.033,39.0678,38.7588,38.8544,69976914.5,46460,46640,46300,46480,38627.44141,10641700
2017-09-05,38.7877,38.9024,38.033,38.3899,124561810.8,46240,46900,45960,46760,38860.13281,11716100
2017-09-06,38.5455,38.6152,38.026,38.35,91240152.7,46760,47180,46700,47000,39059.59375,10811050
2017-09-07,38.3919,38.4298,37.9861,38.1995,92485255.98,47000,48220,47000,48120,39990.37891,9676500
2017-09-08,38.1028,38.1726,37.5584,37.5814,120002214.4,48700,49180,48580,49080,40788.17969,10893000
2017-09-11,38.02,38.3819,37.8715,38.2513,133053678.1,49700,50180,49500,49800,41386.53906,10374750
2017-09-12,38.5205,38.8346,37.6083,38.1028,302302476.2,50200,50220,49140,49600,41220.33203,12029750
2017-09-13,37.8675,37.8894,37.4069,37.8117,189417697.6,49820,50400,49440,49620,41236.94531,9357000
2017-09-14,37.6591,37.7529,37.4498,37.4966,99799751.91,50060,50320,49760,50300,41802.07422,14204750
2017-09-15,37.5435,38.1296,37.4278,37.8695,206224622.4,50300,50560,49860,50400,41885.17969,10757300
2017-09-18,37.9263,38.02,37.4278,37.5913,118879610.6,50540,52480,50520,52480,43613.76953,11524950
2017-09-19,37.7787,37.8415,37.5355,37.6013,86942362.38,52500,52640,51780,52120,43314.57813,9850400
2017-09-20,37.405,37.4926,36.4369,36.9703,220367371.6,52120,52500,51840,52220,43397.70313,9292750
2017-09-21,36.9084,36.9084,36.1847,36.3312,157763227.3,52220,52960,52220,52800,43879.70703,8839800
2017-09-25,35.5297,35.9653,35.3322,35.6642,187310268.0,53000,53680,53000,53620,44561.17188,9303100
2017-09-26,35.9534,36.4558,35.9304,36.2803,154623630.0,53620,53620,53620,53620,44561.17188,0
2017-09-27,36.4289,36.6482,36.3651,36.5316,107244502.9,52000,52200,51500,51680,42948.9375,10797000
2017-09-28,36.4478,36.5446,36.1727,36.3093,92810378.66,52260,52460,51260,51260,42715.59375,12025450
2017-09-29,36.2973,36.5066,36.0032,36.5046,110882290.2,51180,51620,50840,51280,42732.26172,12909400
2017-10-10,36.9673,37.4278,36.738,36.9333,65873890.45,53360,53640,52800,52800,43998.89453,20519800
2017-10-11,36.9503,37.1796,36.8955,37.0799,71268342.65,53600,54760,53340,54640,45532.20313,13652150
2017-10-12,37.0311,37.2773,36.8915,36.9543,69155558.8,54840,55160,54100,54800,45665.52734,13890700
2017-10-13,37.1208,37.2554,37.046,37.1826,69124711.0,54540,54840,53780,54000,44998.87109,12601650
2017-10-16,37.405,37.8984,37.347,37.8695,101726034.6,53980,54860,53760,53920,44932.20313,9769950
2017-10-17,37.8445,38.1048,37.7159,38.013,80094917.72,54020,55380,54000,54800,45665.52734,10607800
2017-10-18,38.0001,38.0679,37.8007,37.8396,68629112.91,54820,55240,54040,54760,45632.18359,10110750
2017-10-19,37.1257,37.2055,36.721,36.9523,178943004.7,54700,54700,52980,52980,44148.88672,12108700
2017-10-20,37.0949,37.369,36.9473,37.0061,100946997.6,52800,54100,52800,53840,44865.53516,8027050
2017-10-23,37.1597,37.357,36.8337,36.9911,92708273.16,54600,54640,54000,54300,45248.87109,8311050
2017-10-24,37.0161,37.2892,36.9961,37.2095,74463120.77,54700,54780,54040,54040,45032.19922,5806050
2017-10-25,37.1656,37.3222,36.7788,37.046,89404287.94,54040,54420,53700,53900,44915.53906,5882850
2017-10-26,37.2424,37.387,37.1327,37.2872,71484273.28,53720,53900,52400,52400,43665.57031,9776550
2017-10-27,37.7309,38.7518,37.5953,38.6302,187447851.4,52400,53320,52140,53080,44232.22656,7392500
2017-10-30,38.8196,39.8126,38.7807,39.4906,188711660.6,53780,54320,53700,54040,45032.19922,8196150
2017-10-31,39.7717,40.1824,39.5404,40.0449,152177608.8,54060,55440,53500,55080,45898.84766,13381550
2017-11-01,40.2373,40.2542,39.2313,39.5274,142007351.6,57500,57500,56180,57220,47682.13281,14510250
2017-11-02,39.7089,39.9133,39.1506,39.8225,174748928.8,57500,57520,56760,57060,47548.8125,10721050
2017-11-03,41.2173,41.2801,40.5324,40.8584,250761084.0,57060,57140,55860,56380,46982.15234,9935800
2017-11-06,40.8265,41.4495,40.6789,41.2771,146813554.0,56380,56500,55340,56380,46982.15234,9000950
2017-11-07,41.1954,41.4815,41.1954,41.4057,102744284.1,56380,56920,55860,56100,46748.82813,7464550
2017-11-08,41.3738,41.7476,41.297,41.7476,102854871.3,56100,57060,55860,56760,47298.8125,8520200
2017-11-09,41.4775,41.7158,41.0119,41.6629,124232189.5,56920,56920,55900,56340,46948.8125,11994050
2017-11-10,41.628,41.6958,41.4277,41.5213,105712491.2,55800,56540,55780,56400,46998.82422,6748800
2017-11-13,41.2472,41.4795,41.2222,41.3599,71338315.43,56400,56800,56100,56380,46982.15234,8806650
2017-11-14,41.1396,41.2422,40.6959,40.7317,103870227.0,56380,56740,55920,55920,46598.83594,6725000
2017-11-15,40.4038,40.4855,40.0319,40.1924,121988892.7,55920,56320,55320,55340,46115.51953,8816950
2017-11-16,40.6959,40.8564,40.4815,40.6789,99297735.31,55440,56000,55400,55780,46482.17969,7640700
2017-11-17,40.6629,40.7447,40.331,40.4486,92066152.51,56400,56880,55820,55820,46515.50781,10733150
2017-11-20,40.4786,40.5443,40.311,40.4058,67480403.76,55900,55980,55200,55200,45998.84766,9472750
2017-11-21,40.5992,41.294,40.5992,41.1614,105377060.2,55400,55840,55280,55280,46065.49609,10324700
2017-11-22,41.2133,41.6001,41.1426,41.5901,107526027.0,55980,56200,55620,55960,46632.16406,7952950
2017-11-24,41.626,41.7227,41.5173,41.5931,59003792.91,55300,55500,55180,55460,46215.50781,4536200
2017-11-27,41.6131,41.6201,41.2083,41.3838,86624953.16,55360,55360,52640,52640,43865.56641,18128900
2017-11-28,41.4346,41.5682,40.8534,41.1455,111067137.3,52700,53280,51720,53280,44398.88672,13499400
2017-11-29,41.0378,41.1096,39.7388,40.2911,174467715.6,53200,53240,52500,52600,43832.23828,9590250
2017-11-30,40.5134,40.9202,40.0479,40.8504,174531029.1,50800,51860,50200,50800,42332.27344,29634150
2017-12-01,40.3988,40.8085,40.0618,40.6659,167150608.7,50800,51780,50800,50840,42365.60547,12868600
2017-12-04,41.002,41.0358,40.328,40.3678,136772521.8,50840,51340,50020,51340,42782.26563,14865050
2017-12-05,40.1874,40.7737,40.0379,40.331,114908536.8,50600,51300,50280,51260,42715.59375,9326550
2017-12-06,39.8205,40.4586,39.5654,40.1854,119467716.0,51260,51560,50020,50020,41682.28125,10889200
2017-12-07,40.1794,40.5154,40.1525,40.2512,107924538.9,50040,50980,50020,50740,42282.27344,11065600
2017-12-08,40.5284,40.653,40.1296,40.2642,97993420.97,51360,52000,51040,52000,43332.24219,11290450
2017-12-11,40.2223,41.1026,40.1226,41.0478,144143047.1,52000,52040,51500,51780,43148.91797,8125850
2017-12-12,40.9232,40.979,40.7587,40.8135,81577479.1,51820,52100,51660,52100,43415.58203,8765050
2017-12-13,41.0069,41.2572,40.8863,40.9531,98447678.34,52100,52100,51100,51320,42765.59375,11333700
2017-12-14,40.982,41.1584,40.8035,40.9401,85993839.98,51320,52280,51060,51060,42548.92969,20310400
2017-12-15,41.2771,41.4027,40.997,41.3599,168810705.0,51240,51480,50520,50620,42182.28906,14928550
2017-12-18,41.5702,42.1195,41.5662,41.941,123621206.5,50620,51240,50620,51200,42665.59375,7350250
2017-12-19,41.6081,41.6978,41.3838,41.4875,115235730.8,51540,52080,51520,51560,42965.59375,11978600
2017-12-21,41.4027,41.8464,41.3867,41.6031,87710524.31,51000,51060,49100,49140,40948.97266,15624300
2017-12-22,41.5243,41.7058,41.4795,41.6031,68738276.87,49400,49960,49240,49700,41415.63672,11199650
2017-12-26,40.6031,40.7607,40.341,40.5473,139425973.8,49760,50100,48200,48200,40165.66016,16039850
2017-12-27,40.4356,40.5992,40.348,40.5543,90357585.86,48960,49560,48460,49360,41502.55469,10743600
2017-12-28,40.653,40.8504,40.5254,40.6729,69230949.06,49560,50960,49500,50960,42847.86328,8985450
2018-01-02,40.4516,40.9591,40.2373,40.9501,107348246.4,51380,51400,50780,51020,42898.29688,8474250
2018-01-03,41.0149,41.4915,40.8763,40.9431,123952741.7,52540,52560,51420,51620,43402.78906,10013500
2018-01-04,41.0169,41.2402,40.9062,41.1366,94011555.36,52120,52180,50640,51080,42948.74609,11695450
2018-01-05,41.2322,41.6928,41.1426,41.6001,99259454.9,51300,52120,51200,52120,43823.19141,9481150
2018-01-08,41.4475,41.7476,41.3499,41.4575,86361811.96,52400,52520,51500,52020,43739.10547,8383650
2018-01-09,41.4915,41.6161,41.2242,41.4416,90580286.08,51460,51720,49980,50400,42377.00391,18013600
2018-01-10,41.1654,41.4346,41.1296,41.4317,100700120.9,50500,50520,48640,48840,41065.33594,18566800
2018-01-11,41.5015,41.7198,41.4795,41.6699,78467926.14,48200,49260,48020,48240,40560.84766,25123800
2018-01-12,41.8842,42.1594,41.7576,42.0926,106563652.5,48240,48480,46760,48200,40527.21094,27270450
2018-01-16,42.289,42.646,41.8742,41.8862,124167737.5,48760,50140,48620,50000,42040.67188,20389650
2018-01-17,41.8762,42.614,41.6181,42.5772,144154862.1,50020,50020,49060,49620,41721.15625,11053050
2018-01-18,42.642,42.8154,42.3757,42.616,130783694.2,50020,50640,49820,49900,41956.58984,14848850
2018-01-19,42.4615,42.6908,42.1693,42.4266,132420983.1,50380,50380,49040,49320,41468.92188,9219950
2018-01-22,42.1445,42.2611,41.983,42.0767,113842027.6,48640,48680,47960,48240,40560.84766,12520900
2018-01-23,42.1445,42.6588,42.0328,42.0856,136884010.9,48660,49160,48300,49160,41334.39063,13532700
2018-01-24,42.1315,42.1445,41.1754,41.4147,216126289.8,48860,49700,48560,49340,41485.73047,9550500
2018-01-25,41.4815,41.5881,40.5374,40.6809,174354106.1,49220,50360,49160,50260,42259.28125,11160350
2018-01-26,40.8863,40.8863,40.4257,40.7707,164439547.6,50500,50780,49840,50780,42696.51172,10350100
2018-01-29,40.4516,40.4516,39.7158,39.9292,212719136.8,51200,51480,50900,51220,43066.47656,11838800
2018-01-30,39.3519,39.7886,39.1526,39.693,192256126.1,50440,50640,49780,49800,41872.51172,12284550
2018-01-31,39.667,40.0479,39.5753,39.8036,135760435.1,50020,54140,49600,49900,41956.58984,64681300
