Date,Open,High,Low,Close,Adj Close,Volume
10/24/18,43050,43100,42250,42550,38240.62109,13522825
10/25/18,40600,41550,40550,41000,36847.59766,19338170
10/26/18,41100,41300,40400,41000,36847.59766,14413864
10/29/18,40850,41950,40550,41400,37207.09375,14460521
10/30/18,41400,43000,41000,42350,38060.87109,14205190
10/31/18,42900,43350,41700,42400,38105.8125,17621480
11/1/18,42450,42950,42150,42150,37881.14063,13423132
11/2/18,43050,44250,42800,44150,39678.57813,16517112
11/5/18,43750,43800,42900,43800,39364.02344,9426777
11/6/18,43750,43800,42950,43750,39319.08594,7713625
11/7/18,43600,44500,43400,44000,39543.77344,11553998
11/8/18,44900,45050,44050,44050,39588.70703,12617397
11/9/18,44450,44850,43900,44300,39813.39453,7318500
11/12/18,43850,45250,43700,45200,40622.23438,8552566
11/13/18,43900,44500,43400,44500,39993.125,9311126
11/14/18,44500,44500,43800,44100,39633.63672,6783344
11/15/18,44050,44350,43500,44250,39768.44922,5864067
11/16/18,44600,44750,43700,44000,39543.77344,7777124
11/19/18,44050,44250,43450,43650,39229.21875,7538720
11/20/18,42450,43000,42100,42800,38465.30469,9420664
11/21/18,41800,42300,41800,42100,37836.19531,10769589
11/22/18,42000,42650,42000,42450,38150.75,5970796
11/23/18,42450,42600,41900,42400,38105.8125,5192638
11/26/18,42150,42800,42100,42600,38285.55859,6613009
11/27/18,42900,43100,42500,43050,38689.98047,8367091
11/28/18,42800,43200,42750,43150,38779.85938,6943099
11/29/18,43850,43850,42900,43150,38779.85938,8473511
11/30/18,43450,44000,41750,41850,37611.51172,19775519
12/3/18,42750,43400,42400,43250,38869.73047,12110702
12/4/18,42650,42900,41900,42150,37881.14063,14347746
12/5/18,40900,41750,40850,41450,37252.02344,12631983
12/6/18,40600,41100,40450,40500,36398.24609,14251826
12/7/18,40900,41400,40850,40950,36802.66797,11433083
12/10/18,40450,40650,40000,40200,36128.62109,14892263
12/11/18,40600,40700,40200,40250,36173.56641,10638766
12/12/18,40250,40700,40150,40450,36353.30469,12024279
12/13/18,40650,40750,40000,40000,35948.87891,26254646
12/14/18,40200,40200,38700,38950,35005.21484,19671783
12/17/18,38650,39600,38650,39150,35184.96484,11532968
12/18/18,38300,39200,38300,38900,34960.28516,11042101
12/19/18,38900,39350,38850,39100,35140.02734,9942037
12/20/18,38600,39100,38500,38650,34735.60938,11937617
12/21/18,38200,38650,38100,38650,34735.60938,14947080
12/24/18,38500,39050,38300,38800,34870.40625,9729530
12/26/18,38400,38750,38300,38350,34465.98828,12707675
12/27/18,38700,38800,38100,38250,34696.39453,10510643
12/28/18,38250,38900,38200,38700,35104.58984,9900267
1/2/19,39400,39400,38550,38750,35149.9375,7847664
1/3/19,38300,38550,37450,37600,34106.78125,12471493
1/4/19,37450,37600,36850,37450,33970.71875,14108958
1/7/19,38000,38900,37800,38750,35149.9375,12748997
1/8/19,38000,39200,37950,38100,34560.32813,12756554
1/9/19,38650,39600,38300,39600,35920.97266,17452708
1/10/19,40000,40150,39600,39800,36102.39063,14731699
1/11/19,40350,40550,39950,40500,36737.35938,11661063
1/14/19,40450,40700,39850,40050,36329.16797,11984996
1/15/19,40050,41100,39850,41100,37281.61328,11492756
1/16/19,41150,41450,40700,41450,37599.09375,8491595
1/17/19,41700,42100,41450,41950,38052.64063,11736903
1/18/19,42000,42400,41950,42300,38370.13281,11029256
1/21/19,42700,42750,41900,42750,38778.32422,11355701
